word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
nourished	-0.011601301375799998	0.019680950325	-0.00759589046354	-0.0182947744615	-0.07423537597060001	0.07956891879439999	4.10155420416		v	10594	Neither	Neither	nourish	0.02	vvn	26189
nourishes	0.0679575838148	0.0299721928313	-0.0141123388894	-0.0175960836932	-0.10721644759099999	0.147486701608	0.755271894432		v	24460	Neither	Neither	nourish	0.0	vvz	44475
nourishing	0.00941663514822	-0.00337510008831	0.0120825124905	0.010437162593	-0.0258104475215	0.11082470417000001	2.7928494009400002	eng	j	13196	Neither	Neither	nourishing	0.11	jj	30644
nourishment	0.044696005061300004	-0.0661901161074	-0.061854507774099995	-0.0656322091818	-0.0333377644419	0.146243318915	9.53657188082		n	6203	Neither	Neither	nourishment	0.02	nn1	21689
novel	0.127123296261	0.107966002077	0.15534222126	0.167621865869	0.179120793939	0.0506011284887	3.5191018200300004	eng	n	11559	Abstract	Abstract	novel	0.03	nn1	2310
novels	0.018674535444	0.00495581282303	0.0661790780723	0.0951129756868	0.07252296805389999	0.0033252707217	1.22411292908		n	19782	Neither	Neither	novel	0.03	nn2	5176
novelties	0.141253709793	0.174804084003	0.186649620533	0.219938576221	0.157895781099	0.132793553174	1.40122345421		n	18557	Abstract	Abstract	novelty	0.07	nn2	42514
novelty	0.21186084300299998	0.18963941931699999	0.23522163927499998	0.271971598268	0.19374422729000002	0.155757881701	7.04012516485	eng	n	7603	Abstract	Abstract	novelty	0.04	nn1	11191
november	-0.159444794058	-0.153261728584	-0.0920762456954	-0.133834995329	-0.0911417044699	-0.11479438841299999	37.6445315366		n	2194	Concrete	Neither	november	1.0	nn1	1567
novice	0.051714682951499995	0.0176012273878	0.11292001977600001	0.137261115015	0.019613528624200002	0.0556319952011	1.9718426309700001	xno	n	15827	Neither	Neither	novice	0.08	nn1	12110
novices	0.00422078257543	0.06921061873430001	0.125929087401	0.11472000554199999	0.0572238750756	0.0552758425475	1.18548197937		n	20069	Neither	Abstract	novice	0.09	nn2	21160
now	0.00810879934579	0.0709375105799	0.0705422982574	-0.0109285088256	-0.110483102501	0.0070257165935	1232.74244606	enm	a	86	Neither	Neither	now	0.24	rr	74
nowadays	0.0791862085461	0.114359024912	0.162071466446	0.152306169272	0.0194899281487	0.08885097503669999	2.22816054304	eng	a	14893	Neither	Abstract	nowadays	0.37	rr	9164
nowhere	0.025998787954500002	0.110018316656	0.130093865097	0.0550122819841	0.0317035196349	0.0813566967845	13.4481927831	eng	a	4893	Neither	Neither	nowhere	0.13	rr	3336
noxious	-0.0066797146573599996	0.0172737883403	-0.0155143537559	0.0375156570225	0.031729026697499996	0.150377154351	6.32161455747	eng	j	8136	Neither	Neither	noxious	0.07	jj	22337
nth	-0.107110463083	-0.14567337185100002	-0.107301853597	-0.12045310065199999	-0.102308399975	-0.0737678483128	1.25120396617		n	19590	Neither	Neither	nth	0.21	md	37850
nuisance	0.0353116672486	-0.024415505118700002	-0.0134288142435	0.0562401898205	0.051016908139000006	0.09514717385169999	2.6028897738900003	eng	n	13699	Neither	Neither	nuisance	0.04	nn1	11705
nullity	0.19984364509599997	0.16827419400199997	0.195972390473	0.135461881757	0.26268959045400003	0.101847793907	1.7861277401299998		n	16626	Abstract	Abstract	nullity	0.05	nn1	68198
numb	-0.111550670118	-0.0867621339858	-0.048661718145000005	-0.101127527654	-0.06828627735380001	-0.038410609588	10.9835090471	eng	j	5627	Neither	Neither	numb	0.04	jj	12305
number	0.00435013434617	-0.035556687042099994	0.042534030973899996	-0.036484580487	0.07552226632839999	0.07289569452410001	317.86351159599997	eng	n	288	Neither	Neither	number	0.05	nn1	231
numbered	-0.0651695467532	-0.010414184536799998	-0.010654148645699999	-0.0821786262095	-0.0803152285516	-0.05942227691409999	8.51653555761	eng	v	6714	Neither	Neither	number	0.02	vvn	20773
numbering	0.052927250042599995	0.0235824473202	0.0539442524314	-0.0396620426327	-0.0179073978216	0.0030043591977999998	0.9905734362180001	eng	v	21804	Neither	Neither	numbering	0.05	nn1	26374
numberless	0.11718872562100001	0.16915792226799997	0.164314642549	0.062419205904	0.09485666453839998	0.16928584128600002	9.31568253487	eng	j	6297	Abstract	Abstract	numberless	0.04	jj	54962
numbers	0.028592289425400003	0.019063001498599998	0.054462185129500004	0.0155587587505	0.0196897699498	0.0518850982189	81.82787471510001		n	1053	Neither	Neither	number	0.03	nn2	855
numbness	0.00563777633943	-0.145898804069	-0.09557540714739998	-0.137986816466	-0.062269924208500006	0.05402709916230001	0.8374909382860001	eng	n	23386	Neither	Neither	numbness	0.05	nn1	23908
numeral	-0.0348461307585	-0.0664902217686	0.043396499007900005	-0.0247061541304	0.159645102919	0.041326327249400004	0.8022797936380001	eng	n	23827	Neither	Neither	numeral	0.02	nn1	48518
numerator	0.014137894148	-0.081631757319	-0.0182448951528	-0.030410239473000002	0.140381030739	0.104521151632	1.20499185724		n	19918	Neither	Neither	numerator	0.05	nn1	58850
numerical	0.0555802378804	0.061321767047100004	0.11640616878900001	0.0198388034477	0.18735645711399998	0.187925681472	1.11580566714	eng	j	20646	Neither	Neither	numerical	0.06	jj	13036
numerous	-0.017291435971900002	0.0852751620114	0.120938289911	0.042615389451400004	0.08115104585880001	0.060394687578099994	55.2542270455	eng	j	1544	Neither	Neither	numerous	0.08	jj	2462
nun	-0.130157932639	-0.12074191868300001	-0.0527782831341	0.0178097779863	-0.061902225017599996	-0.053624091669899995	5.15724014455	eng	n	9287	Concrete	Neither	nun	0.14	nn1	11786
nuncio	-0.09144020453099999	0.0173350083642	0.0235457150266	0.0840767472983	0.170600138605	-0.000664371909806	3.048148293	eng	n	12567	Neither	Neither	nuncio	0.39	nn1	57861
nunnery	-0.177059188485	-0.145554795861	-0.116422578693	-0.00656924943905	-0.0520610529929	-0.09214518964289999	2.79928445621		n	13186	Concrete	Neither	nunnery	0.15	nn1	51520
nuns	-0.19618489593199998	-0.0719102993607	-0.022111229598500003	0.0352423023433	-0.0312408171594	-0.05026508308950001	6.6268800507000005		n	7895	Concrete	Neither	nun	0.06	nn2	11082
nuptial	-0.0106174144894	-0.00560039293487	0.0114275868982	0.0518564283848	-0.09481434524059999	-0.0468623526395	4.38587405791	eng	j	10206	Neither	Neither	nuptial	0.04	jj	45798
nuptials	0.00989025691524	0.009057928808040001	0.012663479894399999	0.062090547755399995	0.021027810871599998	-0.0961944870651	4.10498022015		n	10591	Neither	Neither	nuptials	0.04	nn2	35971
nurse	-0.10383862629599999	-0.13802399486300002	-0.119563557207	-0.00876634218732	-0.171137101948	-0.103728234768	11.7910571883	eng	n	5346	Neither	Neither	nurse	0.16	nn1	3008
nursed	-0.0656259171665	-0.0311383754015	-0.04257621616119999	0.0165902413428	-0.135576106607	-0.0564733967185	3.19930396612		v	12197	Neither	Neither	nurse	0.01	vvd	28421
nurseries	-0.00669039296918	0.014124800451100001	0.028344607911999997	0.078677020967	0.0382044594734	0.0318754427135	1.26456183347		n	19497	Neither	Neither	nursery	0.14	nn2	21137
nursery	-0.054399590939300004	-0.135147564113	-0.09268697723750001	-0.030908706598	-0.05332211405040001	-0.0650863051415	4.04232305926	eng	n	10677	Neither	Neither	nursery	0.15	nn1	8173
nurses	-0.08297331631180001	-0.062018407508699996	-0.013474028557500002	0.00335855432786	-0.0687858723104	-0.059576358646099996	3.2983987823		n	12003	Neither	Neither	nurse	0.11	nn2	4083
nursing	-0.016235180199200002	0.0045943380391700005	0.0143714984879	0.028593468479800002	-0.060229066759299996	-0.0684751681983	1.72379419505	eng	v	16888	Neither	Neither	nursing	0.14	nn1	5535
nurture	0.044713014736800005	0.034957209602	0.0235548103228	0.0915890634059	-0.0674828365446	0.03261240758	1.09906042938	eng	n	20778	Neither	Neither	nurture	0.06	vv0	14027
nut	-0.11919449642300001	-0.269423037767	-0.24484133720400003	-0.19743617624	-0.183198645711	-0.0456970725208	11.0864291868	eng	n	5595	Neither	Concrete	nut	0.15	nn1	9257
nutmeg	-0.144433058798	-0.314197182656	-0.236030675471	-0.169565171003	-0.172366984188	-0.0820423774421	6.18983605676	eng	n	8248	Concrete	Concrete	nutmeg	0.06	nn1	14711
nutrition	0.0692714527249	-0.00399057532195	0.0438169222325	-0.021904022432900003	0.17090813070500002	0.239824689925	1.6450175847400001	eng	n	17270	Neither	Neither	nutrition	0.39	nn1	4791
nutritious	-0.03995695710180001	-0.0818496495485	-0.0666584409773	-0.050042888149699996	0.06950455904	0.1651263237	1.46588566128	eng	j	18193	Neither	Neither	nutritious	0.03	jj	17818
nutritive	-0.009549954906100002	-0.0486065931618	-0.019275630824299998	-0.020774163305799998	0.0971306338906	0.197347007692	1.26350750073	eng	j	19507	Neither	Neither	nutritive	0.08	jj	63688
nuts	-0.21703486144499998	-0.35910966992399995	-0.313945770264	-0.26076376438099996	-0.251973435282	-0.139749236405	4.266896545530001		n	10378	Concrete	Concrete	nut	0.05	nn2	4679
nymph	-0.11958584189400001	-0.13660863787	-0.0893815197051	0.0012144874781400002	-0.18690120428800003	0.0145431081764	9.627514626710001	eng	n	6163	Neither	Neither	nymph	0.25	nn1	31354
nymphs	-0.164120525122	-0.140109501779	-0.09950030595069999	-0.048533950001	-0.211737588048	-0.0585500504821	6.804039904269999		n	7759	Concrete	Neither	nymph	0.07	nn2	31662
o'clock	-0.164321511984	-0.223073661327	-0.162916377187	-0.204867064953	-0.206453979015	-0.162895336747	29.980347573699998	eng	a	2661	Concrete	Concrete	o'clock	0.02	rr	4851
oaf	-0.08859651163219999	-0.129582233727	-0.109509248286	-0.0746074803173	-0.151214934885	-0.031131981872	0.8331939374099999		n	23445	Neither	Neither	oaf	0.05	nn1	53429
oak	-0.22281680256099998	-0.320663273335	-0.254415377974	-0.20604568719799998	-0.259811595083	-0.130674898624	16.014023389000002	eng	n	4305	Concrete	Concrete	oak	0.47	nn1	4069
oaken	-0.18605838715999998	-0.348801001906	-0.274348542094	-0.255712777376	-0.295126914978	-0.19799348712	0.9114010469480001	eng	j	22562	Concrete	Concrete	oaken	0.07	jj	47083
oaks	-0.2149168998	-0.254623115063	-0.212293259799	-0.170864112676	-0.261315062642	-0.116025086492	4.02166947101		n	10708	Concrete	Concrete	oak	0.57	nn2	9161
oar	-0.0641578286886	-0.114285416901	-0.10776161029999999	-0.09138771519069999	-0.169696696102	-0.0183010119945	8.75700227074	eng	n	6603	Neither	Neither	oar	0.15	nn1	32019
oars	-0.140558883548	-0.2578869313	-0.257881015539	-0.213311418891	-0.209257915616	-0.170738697052	4.31825152866		n	10295	Concrete	Concrete	oar	0.04	nn2	25875
oat	-0.14914248138699998	-0.22210230678399998	-0.201186642051	-0.180220425129	-0.23022596538000004	-0.10382438450999999	6.456066905549999	eng	n	8021	Concrete	Concrete	oat	0.11	nn1	25692
oath	0.0810699611902	0.0279584340752	0.0533562693745	0.012064466718600002	0.0672694668174	-0.0480024497956	106.930939736	eng	n	796	Neither	Neither	oath	0.06	nn1	8044
oaths	0.090839702636	0.10382405668500001	0.0878558792174	0.0961496420205	0.06971456483010001	-0.030070804059500002	28.4947837556		n	2790	Neither	Neither	oath	0.05	nn2	33995
oatmeal	-0.163803257048	-0.333945274353	-0.266650646925	-0.17512916028499997	-0.216234073043	-0.102503653616	1.6908801268399998	eng	n	17035	Concrete	Concrete	oatmeal	0.13	nn1	14477
oats	-0.174098126591	-0.244523346424	-0.194450892508	-0.145526230335	-0.19253218919	-0.110060885548	11.843737468599999		n	5334	Concrete	Concrete	oats	0.26	nn1	15574
obdurate	0.0931297056377	0.17487391084399997	0.129224151373	0.159115053713	-0.0400664284825	0.08560669049619998	2.82009715835	eng	j	13127	Neither	Neither	obdurate	0.02	jj	54123
obedience	0.28032194078	0.258559763432	0.250005275011	0.224030464888	0.17549876123599997	0.126490667462	99.7444464017	xno	n	851	Abstract	Abstract	obedience	0.05	nn1	13801
obedient	0.036810806020999995	0.147287338972	0.144350230694	0.14945660531500002	-0.00151985755656	-0.008695729309669999	20.2983395736	eng	j	3621	Neither	Abstract	obedient	0.05	jj	21196
obeisance	-0.04243739321830001	-0.0640994757414	-0.0476369597018	-0.0103653240949	-0.0991595201193	-0.0737890340388	1.12423285115	eng	n	20573	Neither	Neither	obeisance	0.01	nn1	52827
obelisk	-0.199687898159	-0.273123428225	-0.148149482906	-0.14895375073	-0.0430485121906	-0.0767453610897	0.798994144061	eng	n	23879	Concrete	Concrete	obelisk	0.14	nn1	34533
obey	0.14289882034	0.178708471358	0.0529523938894	0.109637506306	0.00500362820457	0.0579344611615	54.364241479099995	eng	v	1564	Abstract	Neither	obey	0.12	vv0	10181
obeyed	0.0432269517332	0.130882635713	0.0737132169306	0.07807004451760001	0.0218655094504	0.0102465657983	19.0177034326	eng	v	3786	Neither	Neither	obey	0.02	vvd	24512
obeying	0.18899898976100002	0.198452688754	0.159192211926	0.12590876966700001	0.09064317122099999	0.0932475179434	6.56669061245	eng	v	7944	Abstract	Abstract	obey	0.07	vvg	27511
obeys	0.0666315257549	0.062308665365	0.00368685688591	0.0131610929966	-0.062423273921	0.087649539113	2.30868832629		v	14623	Neither	Neither	obey	0.02	vvz	36365
object	0.151521749795	0.138116821647	0.180550716818	0.12105568870899999	0.166280679405	0.316490158438	43.0411827267	eng	n	1945	Abstract	Abstract	object	0.03	nn1	2522
objected	0.11271158978399999	0.181396916509	0.1562153548	0.08098270371560001	0.17884282022700002	0.046950437128599996	11.0511578169		v	5604	Neither	Abstract	object	0.0	vvd	15941
objection	0.203851312399	0.134915664792	0.161460705102	0.102941881865	0.205635264516	0.15040261298399998	25.3712702799		n	3061	Abstract	Abstract	objection	0.15	nn1	10090
objectionable	0.132845535874	0.20264346152600002	0.244105786085	0.136021822691	0.256661385297	0.119554318488	0.767045449296	eng	j	24315	Abstract	Abstract	objectionable	0.01	jj	22238
objections	0.20226532965900001	0.161866120995	0.16915713995700002	0.119325008244	0.218741968274	0.10391271114299999	14.5334334905		n	4655	Abstract	Abstract	objection	0.03	nn2	9374
objects	0.145757548511	0.15847890079000002	0.183877252042	0.12155324965700001	0.18003004789299998	0.305327996612	29.975203985100002		n	2662	Abstract	Abstract	object	0.03	nn2	2007
oblation	0.0282710473984	-0.00314399495255	0.04266244731840001	0.0253799641505	-0.00425065332094	0.0868326500058	4.88802051177	eng	n	9548	Neither	Neither	oblation	0.31	nn1	91517
obligation	0.308515965938	0.19280115515000001	0.224850364029	0.183017358184	0.21202436834600003	0.17085197568	47.7850957187		n	1776	Abstract	Abstract	obligation	0.01	nn1	5321
obligations	0.332199722528	0.235037632286	0.244110718369	0.216063417495	0.182893022895	0.14861188829000002	26.5029094008		n	2950	Abstract	Abstract	obligation	0.01	nn2	6705
obligatory	0.165443271399	0.193742617964	0.204724796116	0.10633977130000001	0.23059915006200002	0.11667508259500001	3.81224359417	eng	j	11054	Abstract	Abstract	obligatory	0.02	jj	19650
oblige	0.192220985889	0.216932669282	0.0760417841375	0.151817254722	0.15024195611500002	0.071583930403	38.636695874000004	eng	v	2147	Abstract	Neither	oblige	0.0	vv0	25885
obliged	0.037597073242099995	0.12364166975	0.08723311126229999	0.055897785350699995	0.07232788577680001	-0.00389925835771	187.30340336400002		v	462	Neither	Neither	oblige	0.0	vvn	11881
obliges	0.17918498069000002	0.160372570157	0.12372709438200001	0.101245258004	0.09318750724199999	0.0655801258981	9.65623241728		v	6141	Abstract	Neither	oblige	0.0	vvz	39671
obliging	0.129454798996	0.23184904456099997	0.23358172923300002	0.271026492118	0.178323864937	0.047450717538599994	17.0447696741	eng	v	4099	Abstract	Abstract	obliging	0.03	jj	38007
obligingly	-0.00103824853431	0.062892306596	0.0790157280863	0.137110292912	0.015238129999500001	-0.0782346054911	0.772871579904		a	24240	Neither	Neither	obligingly	0.09	rr	40645
oblique	-0.044995997100999996	-0.0850282199681	-0.0391488615424	-0.12560170888900002	0.0710504949093	0.0422564409673	8.26162764942		j	6846	Neither	Neither	oblique	0.05	jj	21602
obliquely	-0.113018862903	-0.16665798425699999	-0.162333369255	-0.221010774374	-0.0788821429014	0.00575783953536	4.89436028545		a	9540	Neither	Concrete	obliquely	0.03	rr	32325
obliquity	0.132314816118	0.0211890973151	0.048503274097999996	0.0120876480359	0.143539935351	0.146566070616	1.7079843233399998	eng	n	16957	Abstract	Neither	obliquity	0.09	nn1	74751
obliterate	0.171771779657	0.160554200411	0.0576856061816	0.13227018714000002	0.110312085599	0.162648238241	0.871878770246	eng	v	22978	Abstract	Neither	obliterate	0.01	vv0	31042
obliterated	0.0735686719417	0.0956520140171	0.07974018156530001	0.0270270686597	0.0988463498652	0.112035378814	1.64050070732	eng	v	17287	Neither	Neither	obliterate	0.01	vvn	25809
oblivion	0.100982502103	0.08730065450069999	0.0578366462141	0.08091781288380001	0.029436788521699998	0.107267476619	6.08787162659	eng	n	8348	Neither	Neither	oblivion	0.06	nn1	17190
oblong	-0.16062245517999998	-0.28704868257	-0.173629321158	-0.245492011309	-0.0785532295704	-0.0238795569166	9.19009508994	eng	j	6356	Concrete	Concrete	oblong	0.03	jj	33405
obloquy	0.188334040343	0.194162718952	0.155496537686	0.240488260984	0.0778964348137	0.13212210685	1.0194625721600001	eng	n	21507	Abstract	Abstract	obloquy	0.0	nn1	98475
obnoxious	0.138979710639	0.272527724505	0.18995003402199997	0.180673904717	0.175554536283	0.192047163844	8.41061843135	eng	j	6771	Abstract	Abstract	obnoxious	0.03	jj	19548
obscene	0.012974507175399998	0.0638222470879	0.07182106375689999	0.143064461649	-0.04088457115	0.082007844001	2.10470668025	eng	j	15322	Neither	Neither	obscene	0.03	jj	13594
obscure	0.09489384666089999	0.145229555667	0.178031221032	0.103641211986	0.0939687825739	0.12444845214500001	21.9008337949	eng	j	3414	Neither	Abstract	obscure	0.01	jj	9609
obscured	0.11449450999500001	0.14837812632300001	0.132067516446	0.0896157138049	0.09109456464639999	0.120165992528	2.4926394354099997		v	14023	Neither	Neither	obscure	0.01	vvn	15492
obscurely	0.0121439965442	0.09947144612669999	0.103308457881	0.052027797326499994	-0.012932145036799998	0.04537386074659999	1.9360375993799999	eng	a	15973	Neither	Neither	obscurely	0.07	rr	53592
obscurity	0.184741534293	0.166675694287	0.18802331388000001	0.17504376918099998	0.11572625115599999	0.145227856934	9.284308804139998	eng	n	6311	Abstract	Abstract	obscurity	0.02	nn1	18100
obsequious	0.0358353853226	0.11361195892100001	0.12036743387599999	0.156361974776	0.013459940441	0.0102026059758	2.12749842778	eng	j	15235	Neither	Neither	obsequious	0.0	jj	48864
observable	0.0245540002361	0.0951888896524	0.143104173243	0.009061363991370001	0.09815297648310001	0.08639718964700001	14.689363441800001	eng	j	4619	Neither	Abstract	observable	0.01	jj	18449
observance	0.276038020849	0.21945002675099998	0.25094974040999996	0.23065402358800002	0.222196370363	0.12239888683	10.2305278636	eng	n	5924	Abstract	Abstract	observance	0.04	nn1	21769
observances	0.21432107687	0.196038544178	0.22673361003400003	0.21214941889000002	0.200027503074	0.192527264356	1.72036959948		n	16900	Abstract	Abstract	observance	0.02	nn2	40096
observant	0.102606192231	0.14804500341399998	0.188291341067	0.177112959325	0.07554773613810001	0.047606473788599994	1.3879083729799997		j	18653	Neither	Abstract	observant	0.04	jj	23217
observation	0.212320603431	0.07636286318310001	0.16863099485599997	0.0793756656348	0.156325668097	0.0629204697907	59.036087260500004	eng	n	1452	Abstract	Abstract	observation	0.05	nn1	4009
observations	0.143285006285	0.013082559686200002	0.08986191451549999	-0.00423214823241	0.186516709626	-0.00793384690768	49.4054438795		n	1721	Abstract	Neither	observation	0.06	nn2	3929
observatory	-0.126133393496	-0.195629134775	-0.100731600076	-0.108359467238	0.0334477704018	-0.11823190748700001	1.0189597733		n	21513	Concrete	Neither	observatory	0.63	nn1	7480
observe	0.11562236770999999	0.130517698824	0.0975170508027	0.046292955055900004	0.0842507928609	0.0673302188515	137.76777170399998	eng	v	611	Neither	Neither	observe	0.03	vv0	4974
observed	0.026929765939700003	0.050581691786699995	0.103228803724	-0.0161543041468	0.0747500509024	0.0228407448158	188.14778249900002	eng	v	460	Neither	Neither	observe	0.01	vvn	3830
observer	0.0921654552221	0.0657392702996	0.162757582962	0.138523489237	0.151298068464	0.139758944512	4.26522090208	fra	n	10381	Neither	Abstract	observer	0.2	nn1	6201
observers	0.12657417357	0.166997551918	0.227125525474	0.166583620012	0.14730829000499998	0.120581947267	2.1814631659400003		n	15049	Abstract	Abstract	observer	0.07	nn2	4105
observes	0.0215881271288	0.0467317234724	0.0808481909334	0.0224426938221	0.0584119744599	0.048820074647699996	35.117181400999996		v	2309	Neither	Neither	observe	0.02	vvz	8217
observing	0.07734988257289999	0.0738934837282	0.0987040400505	0.021951103583	0.0640590041876	-0.00198829325381	36.9555562393	eng	v	2221	Neither	Neither	observe	0.08	vvg	6297
obsolete	0.06057233363390001	0.102515917271	0.14165924489499998	0.102836448699	0.138716943562	0.0580404233188	2.68251973399	eng	j	13477	Neither	Abstract	obsolete	0.02	jj	12149
obstacle	0.145637087524	0.0961381830275	0.08515917137260001	0.0784550718963	0.158901304006	0.128397569061	5.75981176092	eng	n	8648	Abstract	Neither	obstacle	0.02	nn1	8259
obstacles	0.166514694691	0.150574557484	0.101585257798	0.0898833610117	0.16101279854800002	0.12467105314200001	4.80081087798		n	9652	Abstract	Neither	obstacle	0.03	nn2	6241
obstinacy	0.274589657783	0.270831137896	0.21397884935199998	0.28384524583799997	0.153088323772	0.07231277972460001	9.045081667969999		n	6437	Abstract	Abstract	obstinacy	0.01	nn1	47935
obstinate	0.12369665875999998	0.232498459518	0.191618777811	0.17250584811	0.08936710283160001	0.0849806964398	15.726890185	eng	j	4374	Abstract	Abstract	obstinate	0.04	jj	33981
obstinately	0.10566589608799999	0.21353561431200002	0.114168472589	0.124562565237	0.0562178716064	0.0756292678416	4.9689926690099995		a	9463	Neither	Neither	obstinately	0.03	rr	54504
obstruct	0.125049643219	0.132955960929	-0.00772864627651	0.027238291688299998	0.124771922827	0.116309948266	1.5540222774399999	eng	v	17716	Abstract	Neither	obstruct	0.01	vv0	25797
obstructed	0.0557040255516	0.0691113024951	0.0337243899703	-0.0294853337109	0.133103385568	0.11234918609200001	1.9390608871700001	eng	v	15951	Neither	Neither	obstruct	0.02	vvn	31867
obstruction	0.144543260336	0.046306997537599995	0.052437711507	0.003976530861110001	0.187622837722	0.124849181622	2.00695743037	eng	n	15684	Abstract	Neither	obstruction	0.02	nn1	12436
obstructions	0.0646486915648	0.00784416496752	-0.0113288415014	-0.0366994552315	0.117267746478	0.11366500332900001	2.0785632010299997		n	15407	Neither	Neither	obstruction	0.02	nn2	36755
obtain	0.167809896171	0.189954519272	0.0630392599851	0.111635800451	0.129339016974	0.08129634708160001	62.511813046499995	eng	v	1374	Abstract	Neither	obtain	0.01	vv0	3953
obtained	0.045780329033699996	0.0955435670913	0.0480145160109	0.0470929760486	0.148882351815	0.0137753821909	88.3577835425	eng	v	965	Neither	Neither	obtain	0.0	vvn	3622
obtaining	0.215445756912	0.188136987388	0.156689509749	0.11687404289799999	0.215694002807	0.09930374473339999	21.387793938599998		v	3476	Abstract	Abstract	obtain	0.05	vvg	8650
obtains	0.09604977816339999	0.0914575867355	0.066370896995	0.029616222716900002	0.109718509018	0.117977824062	4.69752573932		v	9782	Neither	Neither	obtain	0.01	vvz	30639
obtrude	0.20621286332699998	0.23504797369199998	0.106952216476	0.15192064643	0.136276699602	0.10127310082299999	1.28665225674	eng	v	19326	Abstract	Neither	obtrude	0.0	vv0	91358
obtuse	-0.07817199081180001	-0.183526314795	-0.101547736675	-0.179352998733	-0.013303975574700002	0.0155455200001	3.17534785874	eng	n	12253	Neither	Neither	obtuse	0.03	jj	37638
obviate	0.208335630596	0.209998853505	0.126790784299	0.149085178971	0.267221078277	0.105472568422	5.167941053430001	eng	v	9272	Abstract	Neither	obviate	0.0	vv0	43244
obviated	0.191242046655	0.19234380125999997	0.186850503087	0.103332154453	0.254446431995	0.104623455554	1.6791312665600002		v	17099	Abstract	Abstract	obviate	0.0	vvn	79019
obvious	0.174167744815	0.24899367243	0.302604213357	0.161383770406	0.22863930463799997	0.20117929577799998	29.663936027	eng	j	2688	Abstract	Abstract	obvious	0.01	jj	1861
obviously	0.20484727621100002	0.254143327474	0.27202065289099997	0.17872710526000002	0.272876322269	0.21877374500100003	1.4460259944100002	eng	a	18318	Abstract	Abstract	obviously	0.22	rr	1215
occasion	0.16609531641	0.12351944297499999	0.118359863758	0.0939225740731	0.10225056856899999	0.0652937926352	225.282990942	eng	n	398	Abstract	Neither	occasion	0.01	nn1	4079
occasional	0.117431085557	0.159366130829	0.21094050258400002	0.121319424361	0.20623107999499998	0.0991607010365	8.7583253278	eng	j	6601	Neither	Abstract	occasional	0.03	jj	4159
occasionally	0.023259644163799997	0.0317007249105	0.0604925313964	-0.0067873313092	0.0796551145614	0.0171787701548	8.6236483359	eng	a	6663	Neither	Neither	occasionally	0.15	rr	2748
occasioned	0.07195311039689999	0.09958578646189999	0.0743078738451	0.0130425291136	0.130594171584	0.0319180423394	48.6380757969		v	1738	Neither	Neither	occasion	0.01	vvn	32150
occasions	0.18564681708900002	0.15545506030300002	0.149280942976	0.109810397029	0.122528348118	0.09237710386510002	68.0811650776		n	1263	Abstract	Abstract	occasion	0.01	nn2	5219
occult	0.10305020958200001	0.08916838094589999	0.135893590748	0.0707679651677	0.193278774619	0.180557593704	1.9801282491799999	eng	j	15799	Neither	Abstract	occult	0.07	nn1	27705
occupation	0.0008760662749	-0.059969551861199996	-0.025448812171900002	0.007818758487699999	0.015980357304200003	-0.030531192664099996	7.748352059289999	eng	n	7146	Neither	Neither	occupation	0.12	nn1	4614
occupations	0.120370347053	0.0806102678179	0.0890076905488	0.123117249459	0.127911299467	0.0873023606837	3.4689133839199995		n	11640	Abstract	Neither	occupation	0.03	nn2	12768
occupied	-0.0421400014311	-0.0288485130296	-0.0447978992015	-0.05332795158030001	0.0341853443533	0.010517394170200001	6.54453040223		v	7959	Neither	Neither	occupy	0.03	vvn	6019
occupier	-0.0890125408769	-0.11141885817	-0.07128374651080001	-0.023927293717900002	0.047080375254199995	0.00843741185964	1.3881649774200002		n	18651	Neither	Neither	occupier	0.06	nn1	52695
occupiers	-0.0855917781592	-0.09110062196869999	-0.0799483060839	-0.021169115789200003	0.0566823910922	0.010337845422299999	2.37866918492		n	14385	Neither	Neither	occupier	0.07	nn2	33119
occupies	-0.07428939640519999	-0.145481996238	-0.138085089624	-0.164974786341	-0.0171316780615	0.0799704119563	1.42254249164		v	18453	Neither	Neither	occupy	0.0	vvz	14433
occupy	-0.013047377113299998	-0.0379089750349	-0.126550938935	-0.0637612640858	0.0019355535914600001	0.0302287228405	3.9443121478099994	eng	v	10835	Neither	Neither	occupy	0.14	vv0	7744
occupying	-0.0531640835107	-0.0823629647494	-0.0788727924227	-0.124771237374	0.0568365417421	0.040830347687	0.8718395036259999		v	22979	Neither	Neither	occupy	0.04	vvg	13159
occur	0.157611764968	0.140346340835	0.104176122696	0.038606531918	0.18051763624000003	0.09711880609410001	11.644372472	eng	v	5398	Abstract	Neither	occur	0.0	vv0	2303
occurred	0.141667760909	0.114843979478	0.10477063059800001	0.0016284323064600001	0.16760867834100002	0.044369202107199995	6.739170650090001		v	7803	Abstract	Neither	occur	0.0	vvd	2531
